band_gap
0.0
0.0
0.0456000000000003
2.06
2.1535
0.0
0.0
1.5788000000000002
0.0
0.0
0.0
3.3011000000000004
0.0
0.0
0.0
0.0
2.1265
2.8717
0.0
1.4132000000000002
0.0
0.0
0.0
3.8436999999999992
0.0
1.9161
1.0195999999999996
3.4877
0.0
0.9342
2.742
0.0
0.2957999999999998
1.839
1.9186
4.058400000000001
0.0
1.3131000000000002
0.0
0.0
0.0469999999999997
0.0
0.0
1.996
0.0
2.5603
0.0
0.0
1.3137
0.0
2.1227
0.0
2.0632
0.0
0.0
1.7359
0.0
0.0
0.0
1.9847
0.8817999999999997
0.0
0.1110999999999995
2.5421
0.0
1.0491
0.8220000000000001
1.8881
1.2867
3.098
2.4351000000000003
0.0
0.0176999999999999
0.0
2.6323
1.7463999999999995
0.0
0.0
0.0
0.0
0.0
1.5042999999999995
3.5988
3.9614
1.7867
2.3243
0.0
0.0
0.0
3.9887
0.0
0.0
0.0
0.0
0.5090999999999992
0.0
0.0
3.2737000000000003
0.0
0.1290999999999993
4.5981
0.0
4.0658
1.7906
0.0
0.0
1.9258
5.899800000000001
3.197
0.0
3.3604000000000003
1.907
0.0
3.4144
0.0
0.0057
2.9308
0.0
0.9885000000000002
0.0
3.8883
0.0
0.0
2.1987
0.0
0.0
0.0
0.0
0.0
2.4933
1.3103999999999996
0.0
0.0
5.131
3.4498000000000006
0.5540000000000003
0.0
0.0
4.1282000000000005
2.3269
3.4802
0.0
3.647
0.0
0.3594999999999997
0.0
0.5112999999999999
0.0
0.0
1.9746
3.616400000000001
2.0504
0.0
0.0
0.072
0.0
1.958
0.0
1.2731
0.4089
0.2116
0.0
0.0
0.0
0.0
0.0
0.0
3.8664
0.0
0.0
2.2709000000000006
0.0
1.6699000000000002
0.0
0.0
3.3848000000000003
0.4889000000000001
0.0199000000000006
0.0
0.6808999999999998
2.0494000000000003
4.0976
0.0
0.0
3.1826
2.8786
2.3181000000000003
1.9787000000000003
1.6319
0.7555999999999998
0.0
0.0422
2.9071
4.714700000000001
0.0
0.0
0.8443999999999998
0.0
0.0
0.0
0.0
0.0
0.0
0.9327
0.0
0.0
1.3779
0.0
0.3884999999999996
0.0
0.0
0.0
0.0
2.1065
0.0
0.0
0.0
0.0
1.0688
0.6737000000000002
0.0
0.0
2.9678
1.3779
3.3593
0.0
3.5381
0.0
0.0
0.0
2.4271000000000003
0.0
1.1180000000000003
0.0
0.0
0.0
0.0
0.0
0.0
2.6358
0.0
4.1604
0.0
2.5333
0.0
0.0
0.0
1.8766
0.0
0.0
0.9138000000000002
0.0
0.5960999999999999
0.0
5.7875
0.0
2.4194
3.8858
0.0526999999999997
0.0
0.0
0.0
