,atomic_numbers_mean,atomic_numbers_max,atomic_numbers_min,atomic_numbers_std,volume_per_atom,empty_volume,metals_fraction,distance_matrix_mean,distance_matrix_max,distance_matrix_min,distance_matrix_std,van_der_waals_radius_mean,van_der_waals_radius_max,van_der_waals_radius_min,van_der_waals_radius_std,electrical_resistivity_mean,electrical_resistivity_max,electrical_resistivity_min,electrical_resistivity_std,velocity_of_sound_mean,velocity_of_sound_max,velocity_of_sound_min,velocity_of_sound_std,reflectivity_mean,reflectivity_max,reflectivity_min,reflectivity_std,poissons_ratio_mean,poissons_ratio_max,poissons_ratio_min,poissons_ratio_std,molar_volume_mean,molar_volume_max,molar_volume_min,molar_volume_std,thermal_conductivity_mean,thermal_conductivity_max,thermal_conductivity_min,thermal_conductivity_std,melting_point_mean,melting_point_max,melting_point_min,melting_point_std,critical_temperature_mean,critical_temperature_max,critical_temperature_min,critical_temperature_std,superconduction_temperature_mean,superconduction_temperature_max,superconduction_temperature_min,superconduction_temperature_std,liquid_range_mean,liquid_range_max,liquid_range_min,liquid_range_std,bulk_modulus_mean,bulk_modulus_max,bulk_modulus_min,bulk_modulus_std,youngs_modulus_mean,youngs_modulus_max,youngs_modulus_min,youngs_modulus_std,brinell_hardness_mean,brinell_hardness_max,brinell_hardness_min,brinell_hardness_std,rigidity_modulus_mean,rigidity_modulus_max,rigidity_modulus_min,rigidity_modulus_std,vickers_hardness_mean,vickers_hardness_max,vickers_hardness_min,vickers_hardness_std,density_of_solid_mean,density_of_solid_max,density_of_solid_min,density_of_solid_std,coefficient_of_linear_thermal_expansion_mean,coefficient_of_linear_thermal_expansion_max,coefficient_of_linear_thermal_expansion_min,coefficient_of_linear_thermal_expansion_std,average_ionic_radius_mean,average_ionic_radius_max,average_ionic_radius_min,average_ionic_radius_std,average_cationic_radius_mean,average_cationic_radius_max,average_cationic_radius_min,average_cationic_radius_std,average_anionic_radius_mean,average_anionic_radius_max,average_anionic_radius_min,average_anionic_radius_std
406,18.727272727272727,37,9,12.934034799641879,17.121249834723955,357.50673008533346,0.045454545454545456,3.5394874598343913,6.3778991428758145,0.0,1.2488847903818567,3.03,3.03,3.03,0.0,1.33e-07,1.33e-07,1.33e-07,0.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.76,55.76,55.76,0.0,58.0,58.0,58.0,0.0,312.46,312.46,312.46,0.0,2093.0,2093.0,2093.0,0.0,0.0,0.0,0.0,0.0,648.54,648.54,648.54,0.0,2.5,2.5,2.5,0.0,2.4,2.4,2.4,0.0,0.216,0.216,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.0,1532.0,1532.0,0.0,0.0,0.0,0.0,0.0,1.66,1.66,1.66,0.0,1.66,1.66,1.66,0.0,0.0,0.0,0.0,0.0
407,37.75,44,31,6.2599920127744575,13.525779522089088,52.26433971942004,0.0,2.0503383193552063,3.0019023761952477,0.0,1.1950955838451927,1.87,1.87,1.87,0.0,1.4e-07,1.4e-07,1.4e-07,0.0,2740.0,2740.0,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,11.8,0.0,29.0,29.0,29.0,0.0,302.91,302.91,302.91,0.0,0.0,0.0,0.0,0.0,1.083,1.083,1.083,0.0,2174.09,2174.09,2174.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5904.0,5904.0,5904.0,0.0,0.00012,0.00012,0.00012,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.0,0.0,0.0,0.0,0.0
408,42.333333333333336,65,30,16.048537489614297,20.142745362600166,237.75235768428726,0.08333333333333333,4.533597259620877,8.293415176248184,0.0,2.203015213020409,2.33,2.33,2.33,0.0,1.15e-06,1.15e-06,1.15e-06,0.0,2620.0,2620.0,2620.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.0,19.3,19.3,19.3,0.0,11.0,11.0,11.0,0.0,1629.0,1629.0,1629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,1874.0,1874.0,0.0,38.7,38.7,38.7,0.0,56.0,56.0,56.0,0.0,677.0,677.0,677.0,0.0,22.0,22.0,22.0,0.0,863.0,863.0,863.0,0.0,8219.0,8219.0,8219.0,0.0,1.03e-05,1.03e-05,1.03e-05,0.0,0.9815,0.9815,0.9815,0.0,0.9815,0.9815,0.9815,0.0,0.0,0.0,0.0,0.0
409,30.46153846153846,34,23,5.001774832925803,21.519227482683583,277.78121075972234,0.07692307692307693,3.146952042712568,5.097594141147138,0.0,1.1765841287265486,2.07,2.07,2.07,0.0,2e-07,2e-07,2e-07,0.0,4560.0,4560.0,4560.0,0.0,61.0,61.0,61.0,0.0,0.37,0.37,0.37,0.0,8.32,8.32,8.32,0.0,31.0,31.0,31.0,0.0,2183.0,2183.0,2183.0,0.0,0.0,0.0,0.0,0.0,5.4,5.4,5.4,0.0,1497.0,1497.0,1497.0,0.0,160.0,160.0,160.0,0.0,128.0,128.0,128.0,0.0,628.0,628.0,628.0,0.0,47.0,47.0,47.0,0.0,628.0,628.0,628.0,0.0,6110.0,6110.0,6110.0,0.0,8.4e-06,8.4e-06,8.4e-06,0.0,0.7775,0.7775,0.7775,0.0,0.7775,0.7775,0.7775,0.0,0.0,0.0,0.0,0.0
410,16.0,32,8,11.313708498984761,9.334043879715589,54.091942319731785,0.0,1.89755719933123,3.4355971837939427,0.0,0.9477334324718486,2.11,2.11,2.11,0.0,0.0005,0.0005,0.0005,0.0,5400.0,5400.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63,13.63,13.63,0.0,60.0,60.0,60.0,0.0,1211.4,1211.4,1211.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.6,1881.6,1881.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.0,0.0,6e-06,6e-06,6e-06,0.0,0.77,0.77,0.77,0.0,0.77,0.77,0.77,0.0,0.0,0.0,0.0,0.0
411,11.024390243902438,32,8,4.9509191306214655,13.639667952352191,1671.1408922638293,0.008130081300813009,6.8557874382955895,12.385362956343391,0.0,2.760176539304442,2.27,2.27,2.27,0.0,4.9e-08,4.9e-08,4.9e-08,0.0,3200.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78,23.78,23.78,0.0,140.0,140.0,140.0,0.0,370.87,370.87,370.87,0.0,2573.0,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,785.13,785.13,785.13,0.0,6.3,6.3,6.3,0.0,10.0,10.0,10.0,0.0,0.69,0.69,0.69,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,968.0,968.0,968.0,0.0,7.1e-05,7.1e-05,7.1e-05,0.0,1.16,1.16,1.16,0.0,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0
412,21.0,38,1,14.781745499094482,19.56983816089136,68.6452692138433,0.25,2.096080716161902,3.346221090339439,0.0,1.314225939178981,2.49,2.49,2.49,0.0,1.35e-07,1.35e-07,1.35e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.28,0.0,33.94,33.94,33.94,0.0,35.0,35.0,35.0,0.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,605.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,2630.0,2630.0,2630.0,0.0,2.25e-05,2.25e-05,2.25e-05,0.0,1.32,1.32,1.32,0.0,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.0
413,48.857142857142854,52,32,6.895724792084098,30.52176384991098,211.74002599081513,0.0,3.808944800366094,5.9700390623244814,0.0,1.8333817303643647,2.11,2.11,2.11,0.0,0.0005,0.0005,0.0005,0.0,5400.0,5400.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63,13.63,13.63,0.0,60.0,60.0,60.0,0.0,1211.4,1211.4,1211.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.6,1881.6,1881.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.0,0.0,6e-06,6e-06,6e-06,0.0,0.77,0.77,0.77,0.0,0.77,0.77,0.77,0.0,0.0,0.0,0.0,0.0
414,11.8,32,8,6.768308503607087,12.828461166990268,1532.8770741633418,0.008333333333333333,6.67965794502554,12.027891917548414,0.0,2.6958683653830464,2.27,2.27,2.27,0.0,4.9e-08,4.9e-08,4.9e-08,0.0,3200.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78,23.78,23.78,0.0,140.0,140.0,140.0,0.0,370.87,370.87,370.87,0.0,2573.0,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,785.13,785.13,785.13,0.0,6.3,6.3,6.3,0.0,10.0,10.0,10.0,0.0,0.69,0.69,0.69,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,968.0,968.0,968.0,0.0,7.1e-05,7.1e-05,7.1e-05,0.0,1.16,1.16,1.16,0.0,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0
415,37.714285714285715,49,32,6.562105187346201,27.56027171114041,189.44275985453055,0.0,2.6868721831056237,4.161972531307962,0.0,1.2513919911845126,1.93,1.93,1.93,0.0,8e-08,8e-08,8e-08,0.0,1215.0,1215.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76,15.76,15.76,0.0,82.0,82.0,82.0,0.0,429.75,429.75,429.75,0.0,0.0,0.0,0.0,0.0,3.41,3.41,3.41,0.0,1915.25,1915.25,1915.25,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,8.83,8.83,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7310.0,7310.0,7310.0,0.0,3.21e-05,3.21e-05,3.21e-05,0.0,0.94,0.94,0.94,0.0,0.94,0.94,0.94,0.0,0.0,0.0,0.0,0.0
416,23.25,57,8,20.96872671384698,15.203413143680255,479.7659366979168,0.03125,3.79879960712257,6.124892467300866,0.0,1.1892634614697313,2.43,2.43,2.43,0.0,6.15e-07,6.15e-07,6.15e-07,0.0,2475.0,2475.0,2475.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.28,0.0,22.39,22.39,22.39,0.0,13.0,13.0,13.0,0.0,1193.0,1193.0,1193.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,2550.0,2550.0,2550.0,0.0,28.0,28.0,28.0,0.0,37.0,37.0,37.0,0.0,363.0,363.0,363.0,0.0,14.0,14.0,14.0,0.0,491.0,491.0,491.0,0.0,6146.0,6146.0,6146.0,0.0,1.21e-05,1.21e-05,1.21e-05,0.0,1.172,1.172,1.172,0.0,1.172,1.172,1.172,0.0,0.0,0.0,0.0,0.0
417,29.11111111111111,37,15,10.09339106593401,34.44033362028122,1220.6912440515302,0.027777777777777776,6.116638853052896,10.45437657834837,0.0,2.1394323098694454,3.03,3.03,3.03,0.0,1.33e-07,1.33e-07,1.33e-07,0.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.76,55.76,55.76,0.0,58.0,58.0,58.0,0.0,312.46,312.46,312.46,0.0,2093.0,2093.0,2093.0,0.0,0.0,0.0,0.0,0.0,648.54,648.54,648.54,0.0,2.5,2.5,2.5,0.0,2.4,2.4,2.4,0.0,0.216,0.216,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.0,1532.0,1532.0,0.0,0.0,0.0,0.0,0.0,1.66,1.66,1.66,0.0,1.66,1.66,1.66,0.0,0.0,0.0,0.0,0.0
418,11.0,32,8,5.849976258261415,12.824411887163368,1378.4982179381536,0.009259259259259259,6.606342787212178,11.790809803435565,0.0,2.733507800252961,2.27,2.27,2.27,0.0,4.9e-08,4.9e-08,4.9e-08,0.0,3200.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78,23.78,23.78,0.0,140.0,140.0,140.0,0.0,370.87,370.87,370.87,0.0,2573.0,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,785.13,785.13,785.13,0.0,6.3,6.3,6.3,0.0,10.0,10.0,10.0,0.0,0.69,0.69,0.69,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,968.0,968.0,968.0,0.0,7.1e-05,7.1e-05,7.1e-05,0.0,1.16,1.16,1.16,0.0,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0
419,25.0,32,14,5.446711546122731,12.428409455914137,147.99939311040006,0.08333333333333333,2.75178411016046,4.663194342370398,0.0,1.0476123775166826,2.05,2.05,2.05,0.0,1.44e-06,1.44e-06,1.44e-06,0.0,5150.0,5150.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,7.35,7.35,0.0,7.8,7.8,7.8,0.0,1519.0,1519.0,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,815.0,815.0,0.0,120.0,120.0,120.0,0.0,198.0,198.0,198.0,0.0,196.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.0,0.0,2.17e-05,2.17e-05,2.17e-05,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.0,0.0,0.0,0.0
420,27.916666666666668,60,11,19.11569308767595,22.44609804078243,532.168087103288,0.041666666666666664,4.059843849337983,6.629196068970579,0.0,1.3697230945777277,2.27,2.27,2.27,0.0,4.9e-08,4.9e-08,4.9e-08,0.0,3200.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78,23.78,23.78,0.0,140.0,140.0,140.0,0.0,370.87,370.87,370.87,0.0,2573.0,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,785.13,785.13,785.13,0.0,6.3,6.3,6.3,0.0,10.0,10.0,10.0,0.0,0.69,0.69,0.69,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,968.0,968.0,968.0,0.0,7.1e-05,7.1e-05,7.1e-05,0.0,1.16,1.16,1.16,0.0,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0
421,34.0,40,30,4.320493798938574,17.751356816596196,157.09790620687016,0.1111111111111111,2.7403928435099565,4.464251191687264,0.0,1.0960613085134616,2.23,2.23,2.23,0.0,4.33e-07,4.33e-07,4.33e-07,0.0,3800.0,3800.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,14.02,14.02,14.02,0.0,23.0,23.0,23.0,0.0,2128.0,2128.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.61,0.0,2554.0,2554.0,2554.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,68.0,0.0,650.0,650.0,650.0,0.0,33.0,33.0,33.0,0.0,903.0,903.0,903.0,0.0,6511.0,6511.0,6511.0,0.0,5.7e-06,5.7e-06,5.7e-06,0.0,0.86,0.86,0.86,0.0,0.86,0.86,0.86,0.0,0.0,0.0,0.0,0.0
422,13.6,32,7,9.562426470305537,12.966615998255813,129.00657632175165,0.0,2.3532454757541617,3.704083881796128,0.0,1.008603365384769,2.1,2.1,2.1,0.0,0.001,0.001,0.001,0.0,2200.0,2200.0,2200.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,12.06,12.06,12.06,0.0,150.0,150.0,150.0,0.0,1687.0,1687.0,1687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,1486.0,1486.0,0.0,100.0,100.0,100.0,0.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2330.0,0.0,2.6e-06,2.6e-06,2.6e-06,0.0,0.54,0.54,0.54,0.0,0.54,0.54,0.54,0.0,0.0,0.0,0.0,0.0
423,25.0,32,14,6.670832032063167,11.669280431101084,91.45431330013109,0.125,2.220398140462569,2.8257517004242394,0.0,0.8611183239613235,2.0,2.0,2.0,0.0,6e-08,6e-08,6e-08,0.0,4720.0,4720.0,4720.0,0.0,67.0,67.0,67.0,0.0,0.31,0.31,0.31,0.0,6.67,6.67,6.67,0.0,100.0,100.0,100.0,0.0,1768.0,1768.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,1432.0,1432.0,0.0,180.0,180.0,180.0,0.0,209.0,209.0,209.0,0.0,700.0,700.0,700.0,0.0,75.0,75.0,75.0,0.0,1043.0,1043.0,1043.0,0.0,8900.0,8900.0,8900.0,0.0,1.3e-05,1.3e-05,1.3e-05,0.0,0.7683333333333334,0.7683333333333334,0.7683333333333334,0.0,0.7683333333333334,0.7683333333333334,0.7683333333333334,0.0,0.0,0.0,0.0,0.0
424,27.5,48,15,13.720422734012244,22.476661279883295,174.38868544895206,0.125,2.6896436707036404,4.069588722382964,0.0,1.2232130606223777,2.18,2.18,2.18,0.0,7e-08,7e-08,7e-08,0.0,2310.0,2310.0,2310.0,0.0,67.0,67.0,67.0,0.0,0.3,0.3,0.3,0.0,13.0,13.0,13.0,0.0,97.0,97.0,97.0,0.0,594.22,594.22,594.22,0.0,0.0,0.0,0.0,0.0,0.517,0.517,0.517,0.0,445.78,445.78,445.78,0.0,42.0,42.0,42.0,0.0,50.0,50.0,50.0,0.0,203.0,203.0,203.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,8650.0,8650.0,8650.0,0.0,3.08e-05,3.08e-05,3.08e-05,0.0,1.09,1.09,1.09,0.0,1.09,1.09,1.09,0.0,0.0,0.0,0.0,0.0
425,22.8,32,7,8.35224520712844,11.164270551151652,110.50118515094694,0.1,2.3321929984192393,3.706481212925272,0.0,0.9117414083704128,2.05,2.05,2.05,0.0,1.44e-06,1.44e-06,1.44e-06,0.0,5150.0,5150.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,7.35,7.35,0.0,7.8,7.8,7.8,0.0,1519.0,1519.0,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,815.0,815.0,0.0,120.0,120.0,120.0,0.0,198.0,198.0,198.0,0.0,196.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.0,0.0,2.17e-05,2.17e-05,2.17e-05,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.0,0.0,0.0,0.0
426,26.0,32,21,4.546060565661952,17.573525530997042,155.25825256976609,0.1111111111111111,2.697396771026516,4.406498448765727,0.0,1.0476491360387201,2.15,2.15,2.15,0.0,5.5e-07,5.5e-07,5.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.28,0.0,15.0,15.0,15.0,0.0,16.0,16.0,16.0,0.0,1814.0,1814.0,1814.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,1289.0,1289.0,1289.0,0.0,57.0,57.0,57.0,0.0,74.0,74.0,74.0,0.0,750.0,750.0,750.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,2985.0,2985.0,2985.0,0.0,1.02e-05,1.02e-05,1.02e-05,0.0,0.885,0.885,0.885,0.0,0.885,0.885,0.885,0.0,0.0,0.0,0.0,0.0
427,10.307692307692308,32,8,6.3534922605859405,15.94369931734995,822.5340986267071,0.019230769230769232,5.3318848974170905,9.71504650508165,0.0,2.086845079158473,2.27,2.27,2.27,0.0,4.9e-08,4.9e-08,4.9e-08,0.0,3200.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78,23.78,23.78,0.0,140.0,140.0,140.0,0.0,370.87,370.87,370.87,0.0,2573.0,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,785.13,785.13,785.13,0.0,6.3,6.3,6.3,0.0,10.0,10.0,10.0,0.0,0.69,0.69,0.69,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,968.0,968.0,968.0,0.0,7.1e-05,7.1e-05,7.1e-05,0.0,1.16,1.16,1.16,0.0,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0
428,35.875,47,25,7.025622748198198,26.2954971258811,419.586433653528,0.0625,3.7569618947453494,5.980041021553549,0.0,1.3621584766548058,2.05,2.05,2.05,0.0,1.44e-06,1.44e-06,1.44e-06,0.0,5150.0,5150.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,7.35,7.35,0.0,7.8,7.8,7.8,0.0,1519.0,1519.0,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,815.0,815.0,0.0,120.0,120.0,120.0,0.0,198.0,198.0,198.0,0.0,196.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.0,0.0,2.17e-05,2.17e-05,2.17e-05,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.0,0.0,0.0,0.0
429,25.25,32,23,3.897114317029974,13.313560570769518,104.53973805099189,0.125,2.4326277425280223,4.104690769040073,0.0,0.9633285976809247,2.07,2.07,2.07,0.0,2e-07,2e-07,2e-07,0.0,4560.0,4560.0,4560.0,0.0,61.0,61.0,61.0,0.0,0.37,0.37,0.37,0.0,8.32,8.32,8.32,0.0,31.0,31.0,31.0,0.0,2183.0,2183.0,2183.0,0.0,0.0,0.0,0.0,0.0,5.4,5.4,5.4,0.0,1497.0,1497.0,1497.0,0.0,160.0,160.0,160.0,0.0,128.0,128.0,128.0,0.0,628.0,628.0,628.0,0.0,47.0,47.0,47.0,0.0,628.0,628.0,628.0,0.0,6110.0,6110.0,6110.0,0.0,8.4e-06,8.4e-06,8.4e-06,0.0,0.7775,0.7775,0.7775,0.0,0.7775,0.7775,0.7775,0.0,0.0,0.0,0.0,0.0
430,43.333333333333336,73,25,21.171259344267224,15.218188904152303,134.65413525973807,0.1111111111111111,2.577369551006507,4.2103881998554815,0.0,1.0009317321501356,2.22,2.22,2.22,0.0,1.35e-07,1.35e-07,1.35e-07,0.0,3400.0,3400.0,3400.0,0.0,78.0,78.0,78.0,0.0,0.34,0.34,0.34,0.0,10.85,10.85,10.85,0.0,57.0,57.0,57.0,0.0,3290.0,3290.0,3290.0,0.0,0.0,0.0,0.0,0.0,4.47,4.47,4.47,0.0,2441.0,2441.0,2441.0,0.0,200.0,200.0,200.0,0.0,186.0,186.0,186.0,0.0,800.0,800.0,800.0,0.0,69.0,69.0,69.0,0.0,873.0,873.0,873.0,0.0,16650.0,16650.0,16650.0,0.0,6.3e-06,6.3e-06,6.3e-06,0.0,0.82,0.82,0.82,0.0,0.82,0.82,0.82,0.0,0.0,0.0,0.0,0.0
431,34.333333333333336,46,25,8.73053390247253,15.300988523499939,136.56737635092986,0.1111111111111111,2.5971824858010173,4.2475130748758145,0.0,1.0157782845923842,2.05,2.05,2.05,0.0,1.44e-06,1.44e-06,1.44e-06,0.0,5150.0,5150.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,7.35,7.35,0.0,7.8,7.8,7.8,0.0,1519.0,1519.0,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,815.0,815.0,0.0,120.0,120.0,120.0,0.0,198.0,198.0,198.0,0.0,196.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.0,0.0,2.17e-05,2.17e-05,2.17e-05,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.6483333333333333,0.6483333333333333,0.6483333333333333,0.0,0.0,0.0,0.0,0.0
432,31.5,45,4,16.740669042783207,154.1487821185652,615.734838930792,0.25,2.2103254088369995,4.430673,0.0,1.5594973752204075,1.53,1.53,1.53,0.0,3.8e-08,3.8e-08,3.8e-08,0.0,13000.0,13000.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,0.032,0.0,4.85,4.85,4.85,0.0,190.0,190.0,190.0,0.0,1560.0,1560.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.026,0.026,0.026,0.0,1182.0,1182.0,1182.0,0.0,130.0,130.0,130.0,0.0,287.0,287.0,287.0,0.0,600.0,600.0,600.0,0.0,132.0,132.0,132.0,0.0,1670.0,1670.0,1670.0,0.0,1848.0,1848.0,1848.0,0.0,1.13e-05,1.13e-05,1.13e-05,0.0,0.59,0.59,0.59,0.0,0.59,0.59,0.59,0.0,0.0,0.0,0.0,0.0
433,20.4,46,8,15.818975946628152,10.69670331228745,51.57119560287551,0.0,1.9919439524303677,3.2629013971781307,0.0,1.0688739606124966,2.11,2.11,2.11,0.0,0.0005,0.0005,0.0005,0.0,5400.0,5400.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63,13.63,13.63,0.0,60.0,60.0,60.0,0.0,1211.4,1211.4,1211.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.6,1881.6,1881.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.0,0.0,6e-06,6e-06,6e-06,0.0,0.77,0.77,0.77,0.0,0.77,0.77,0.77,0.0,0.0,0.0,0.0,0.0
434,11.285714285714286,32,7,6.226998490772391,12.098260294922925,336.0869831153463,0.03571428571428571,3.3758923976397943,5.868098000000021,0.0,1.083792798682126,1.73,1.73,1.73,0.0,4.4e-08,4.4e-08,4.4e-08,0.0,4602.0,4602.0,4602.0,0.0,74.0,74.0,74.0,0.0,0.29,0.29,0.29,0.0,14.0,14.0,14.0,0.0,160.0,160.0,160.0,0.0,923.0,923.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,440.0,440.0,0.0,45.0,45.0,45.0,0.0,45.0,45.0,45.0,0.0,260.0,260.0,260.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,1738.0,1738.0,1738.0,0.0,8.2e-06,8.2e-06,8.2e-06,0.0,0.86,0.86,0.86,0.0,0.86,0.86,0.86,0.0,0.0,0.0,0.0,0.0
